"word","freq"
"weightloss",0.0132354127996126
"peoplepower",0.0131748849971754
"ioicommitnow",0.0131547090630296
"madeinnigeria",0.0131547090630296
"redd",0.0129933015898636
"france",0.0129529497215721
"loveina",0.0129327737874264
"fuel",0.0129125978532806
"board",0.0127915422484061
"finance",0.0127310144459688
"ethicalhour",0.0126099588410943
"newsad",0.0123678476313453
"corn",0.0123476716971996
"stocks",0.0123073198289081
"carbonemissions",0.0122669679606166
"pepsi",0.0120853845533048
"sdgs",0.0120248567508676
"forestsnotfires",0.0120046808167218
"lagos",0.0118634492777016
"ad",0.0117827455411186
"galaxynote8",0.0117423936728271
"livehealthy",0.0117222177386813
"recipe",0.0117222177386813
"galaxynote",0.011661689936244
"healthbenefits",0.0116415140020983
"bursa",0.0115204583972238
"missionedibleoil",0.0115204583972238
"naijafood",0.011500282463078
"europe",0.0113792268582035
"world",0.0112783471874748
"makingsoapnaturally",0.011258171253329
"meat",0.011258171253329
"economy",0.0112178193850375
"agchat",0.011177467516746
"climateemergency",0.0111371156484545
"soybean",0.0111169397143088
"ghana",0.0110765878460173
"petrolfied",0.0110765878460173
"png",0.0110362359777258
"fmtnews",0.0108950044387055
"trade",0.010854652570414
"cadbury",0.010773948833831
"abuja",0.0107134210313938
"ostereiern",0.0106327172948108
"farmers",0.010612541360665
"unsustainable",0.0105721894923735
"aceitedepalma",0.010531837624082
"canola",0.010531837624082
"market",0.0105116616899362
"commodity",0.0104713098216447
"bizdev",0.010451133887499
"repost",0.010451133887499
"brk",0.0103906060850617
"smallholders",0.0103906060850617
"habitat",0.010370430150916
"valentinesday",0.010370430150916
"fact",0.0103502542167702
"natural",0.0103502542167702
"palmportraits",0.0103502542167702
"beauty",0.010289726414333
"sawitanugerahtuhan",0.0102695504801872
"stoplandgrabbing",0.0102695504801872
"soaps",0.0101888467436042
"worldwildlifeday",0.0101686708094585
"exports",0.0100879670728755
"tech",0.0100274392704382
"zakirnaik",0.0100274392704382
"australia",0.00996691146800097
"changequaker",0.00992655959970947
"srilanka",0.00988620773141797
"breakingnews",0.00976515212654346
"cookingoil",0.00974497619239771
"illegal",0.00974497619239771
"starbucks",0.00974497619239771
"carbon",0.00972480025825196
"actonclimate",0.00970462432410621
"p2",0.00970462432410621
"usda",0.00968444838996045
"primates",0.00960374465337745
"stoppalmoil",0.00960374465337745
"diet",0.00952304091679445
"planet",0.00952304091679445
"icymi",0.00948268904850295
"imports",0.00948268904850295
"earlybiz",0.00946251311435719
"slavery",0.00938180937777419
"papuanewguinea",0.00934145750948269
"renewables",0.00934145750948269
"orangutancaringweek",0.00932128157533694
"beef",0.00928092970704544
"crueltyfree",0.00926075377289969
"rhino",0.00926075377289969
"futures",0.00924057783875393
"turkey",0.00924057783875393
"mydunkin",0.00918005003631668
"leuserecosystem",0.00915987410217093
"podcast",0.00915987410217093
"paleo",0.00913969816802518
"plantbased",0.00911952223387943
"nutellagate",0.00909934629973368
"pets",0.00907917036558793
"dirtybankers",0.00905899443144218
"plantations",0.00901864256315067
"vegetarian",0.00901864256315067
"ecofriendly",0.00899846662900492
"earth",0.00897829069485917
"landgrab",0.00895811476071342
"pollution",0.00895811476071342
"export",0.00893793882656767
"makeup",0.00887741102413042
"nutelladay",0.00885723508998467
"keepforestsstanding",0.00883705915583892
"vegetableoil",0.00879670728754741
"caa",0.00877653135340166
"soybeans",0.00875635541925591
"pf",0.00873617948511016
"wheat",0.00873617948511016
"plasticfree",0.00869582761681866
"savetherainforest",0.00867565168267291
"sghaze",0.00865547574852716
"pygmyelephants",0.00863529981438141
"saveaceh",0.00863529981438141
"ecosystem",0.00861512388023566
"abujatwittercommunity",0.0085949479460899
"sawitdivineblessing",0.00857477201194415
"gobalgoals",0.0085142442095069
"greed",0.0084738923412154
"unseen",0.00845371640706965
"coffee",0.00841336453877814
"nutrition",0.00841336453877814
"fb",0.00837301267048664
"simedarby",0.00837301267048664
"ebola",0.00831248486804939
"climatetv",0.00829230893390364
"palmoilfacts",0.00829230893390364
"blockchain",0.00825195706561214
"yearofthepig",0.00825195706561214
"endangeredspecies",0.00817125332902913
"kellogg",0.00817125332902913
"sgsoc",0.00817125332902913
"foodie",0.00815107739488338
"patanjali",0.00815107739488338
"stopthehaze",0.00813090146073763
"brexit",0.00809054959244613
"saverangtan",0.00809054959244613
"badpungoodcause",0.00807037365830038
"maythe4th",0.00807037365830038
"starwarsday",0.00807037365830038
"wearamask",0.00805019772415463
"qna",0.00798966992171738
"risk",0.00796949398757162
"uganda",0.00796949398757162
"fires",0.00792914211928012
"farm",0.00790896618513437
"godiswatchingu",0.00790896618513437
"healthylifestyle",0.00790896618513437
"proverb",0.00790896618513437
"whereissummer",0.00790896618513437
"herakles",0.00788879025098862
"jobs",0.00780808651440562
"landrightsnow",0.00776773464611412
"healthyliving",0.00772738277782261
"logging",0.00770720684367686
"philippines",0.00770720684367686
"tax",0.00770720684367686
"bioenergy",0.00768703090953111
"robotics",0.00768703090953111
"sierraleone",0.00768703090953111
"rt13",0.00762650310709386
"laborday",0.00758615123880236
"southeastasia",0.00758615123880236
"god",0.00756597530465661
"vegans",0.00756597530465661
"import",0.0075256234363651
"ml",0.0074852715680736
"usa",0.0074852715680736
"palmöl",0.0074449196997821
"thesecretingredient",0.0074449196997821
"keto",0.00742474376563635
"greenwash",0.0073642159631991
"susty",0.0073642159631991
"ethical",0.00734404002905335
"dropdirtypalmoi",0.00730368816076184
"healthy",0.00730368816076184
"peatland",0.00726333629247034
"worldelephantday",0.00724316035832459
"childlabour",0.00722298442417884
"cooking",0.00722298442417884
"mpocistanbul",0.00722298442417884
"yearsproject",0.00722298442417884
"certification",0.00718263255588734
"futurescrudepalmoil",0.00718263255588734
"hearthealth",0.00718263255588734
"棕油期货",0.00718263255588734
"asean",0.00712210475345009
"free",0.00712210475345009
"kalimantan",0.00712210475345009
"products",0.00708175288515858
"regenwoud",0.00708175288515858
"travel",0.00708175288515858
"biafra",0.00704140101686708
"supplychains",0.00702122508272133
"akwaibomtwitter",0.00700104914857558
"probeatz",0.00700104914857558
"tairp",0.00700104914857558
"пасхальныеяйца",0.00696069728028408
"amazonfires",0.00692034541199258
"fari",0.00692034541199258
"renewableenergy",0.00692034541199258
"endsars",0.00690016947784682
"mondaymotivation",0.00690016947784682
"cassava",0.00685981760955532
"nsmqinkumasi",0.00685981760955532
"wellness",0.00685981760955532
"blog",0.00681946574126382
"déforestation",0.00681946574126382
"oeufsdepaques",0.00681946574126382
"zerodeforestion",0.00681946574126382
"westafrica",0.00679928980711807
"boycottmalaysia",0.00675893793882657
"butter",0.00675893793882657
"parisagreement",0.00675893793882657
"goodmanfielder",0.00673876200468082
"bigdata",0.00669841013638931
"eurt2015",0.00669841013638931
"godiswatching",0.00669841013638931
"plantation",0.00669841013638931
"sabah",0.00667823420224356
"stop",0.00667823420224356
"worldrainforestday",0.00665805826809781
"google",0.00663788233395206
"stock",0.00661770639980631
"traceability",0.00655717859736906
"humantrafficking",0.00653700266322331
"p",0.00653700266322331
"women",0.00653700266322331
"イルカ天使",0.00653700266322331
"cme",0.00647647486078605
"ff",0.00647647486078605
"glutenfree",0.00647647486078605
"cargill",0.00643612299249455
"leuser",0.00643612299249455
"red",0.00643612299249455
"warindquotes",0.00643612299249455
"savetheorangutan",0.0064159470583488
"stopdeforestation",0.0064159470583488
"tuesdaythoughts",0.0064159470583488
"land",0.00639577112420305
"oliodipalma",0.00639577112420305
"candy",0.0063755951900573
"beliyangbaik",0.00635541925591155
"etsy",0.00635541925591155
"forex",0.00635541925591155
"globalcitizen",0.00635541925591155
"dogs",0.0063352433217658
"reuters",0.0063352433217658
"gabon",0.0062948914534743
"boycottnestle",0.00627471551932854
"kelloggs",0.00627471551932854
"nhs",0.00625453958518279
"sbliii",0.00625453958518279
"saverainforests",0.00621418771689129
"racingextinction",0.00619401178274554
"riau",0.00615365991445404
"gmo",0.00603260430957953
"chocolatespread",0.00599225244128803
"ispo",0.00599225244128803
"jakarta",0.00599225244128803
"sumatran",0.00599225244128803
"pepemployee",0.00595190057299653
"wto",0.00593172463885078
"bursamalaysia",0.00589137277055928
"feedly",0.00589137277055928
"victory",0.00589137277055928
"dairy",0.00587119683641353
"girlscouts",0.00587119683641353
"healthyoil",0.00585102090226778
"googlealerts",0.00583084496812202
"mcm",0.00583084496812202
"money",0.00583084496812202
"myanmar",0.00583084496812202
"eurt2016",0.00581066903397627
"mongabay",0.00579049309983052
"nowitshot",0.00579049309983052
"palmdoneright",0.00575014123153902
"coconutoil",0.00570978936324752
"saveorangutan",0.00570978936324752
"startup",0.00570978936324752
"palmtrees",0.00568961342910177
"date360",0.00566943749495602
"minyaksawit",0.00562908562666451
"opkillerpalm",0.00562908562666451
"osterzeit",0.00562908562666451
"cantspinthis",0.00560890969251876
"rt14",0.00558873375837301
"coconut",0.00556855782422726
"forcedlabor",0.00552820595593576
"apes",0.00550803002179001
"awaninews",0.00546767815349851
"peanutbutter",0.00546767815349851
"doritos",0.00542732628520701
"mhhsbd",0.00542732628520701
"sainsburys",0.00542732628520701
"consumers",0.00540715035106125
"us",0.00540715035106125
"animalwelfare",0.0053869744169155
"gp",0.0053869744169155
"handsanitizer",0.0053869744169155
"rt17",0.0053869744169155
"activists",0.005346622548624
"geographyteacher",0.005346622548624
"nstnation",0.005346622548624
"bad",0.00532644661447825
"citicbs",0.00532644661447825
"farming",0.00532644661447825
"dalian",0.0053062706803325
"procurement",0.0053062706803325
"agrifish",0.00528609474618675
"humphreybo",0.00528609474618675
"jabatanpenerangan",0.00528609474618675
"joysms",0.00528609474618675
"mpocmarkethighlights",0.00528609474618675
"thezoo",0.00528609474618675
"boots",0.005265918812041
"production",0.005265918812041
"xthehaze",0.005265918812041
"extinct",0.00524574287789525
"animal",0.0052255669437495
"african",0.00520539100960375
"soyoil",0.00520539100960375
"ecology",0.00518521507545799
"sayangimalaysiaku",0.00516503914131224
"ostern",0.00514486320716649
"intlforestday",0.00510451133887499
"rhinos",0.00510451133887499
"video",0.00510451133887499
"ヴィーガン",0.00508433540472924
"fitness",0.00506415947058349
"rapeseed",0.00506415947058349
"tpp",0.00506415947058349
"bigadventgiveaway",0.00504398353643774
"politics",0.00504398353643774
"cop22",0.00502380760229199
"suffer",0.00500363166814624
"tocotrienols",0.00500363166814624
"animalcruelty",0.00498345573400048
"mahathirmohamad",0.00498345573400048
"coronnavirus",0.00496327979985473
"destruction",0.00496327979985473
"palmolein",0.00496327979985473
"peatlands",0.00496327979985473
"investorconference2016",0.00494310386570898
"superbowl",0.00494310386570898
"biomass",0.00492292793156323
"brighton",0.00492292793156323
"girlscoutcookies",0.00492292793156323
"uniteblue",0.00492292793156323
"ioi",0.00490275199741748
"sugar",0.00490275199741748
"パーム油",0.00490275199741748
"indian",0.00488257606327173
"keeptheban",0.00488257606327173
"kfcnogood",0.00488257606327173
"makeinindia",0.00488257606327173
"ostereier",0.00488257606327173
"sustainably",0.00488257606327173
"newquay",0.00486240012912598
"technology",0.00486240012912598
"iluc",0.00484222419498023
"worldenvironmentday",0.00484222419498023
"hongkong",0.00482204826083448
"rbd",0.00482204826083448
"eurekamag",0.00480187232668873
"ベジタリアン",0.00480187232668873
"earthdayresolution",0.00478169639254297
"fdi",0.00478169639254297
"palmiticacid",0.00478169639254297
"palmoilprice",0.00478169639254297
"africanproverb",0.00476152045839722
"children",0.00474134452425147
"glfcop20",0.00474134452425147
"foodsecurity",0.00470099265595997
"palmoilchallenge",0.00470099265595997
"love",0.00468081672181422
"marketing",0.00468081672181422
"co2",0.00464046485352272
"kingof",0.00464046485352272
"canada",0.00462028891937697
"ecuador",0.00462028891937697
"mpo100years",0.00462028891937697
"ベジ6",0.00462028891937697
"動物の権利",0.00462028891937697
"lka",0.00460011298523122
"agroindustrial",0.00457993705108546
"cheferica",0.00457993705108546
"orangutanes",0.00457993705108546
"smallholder",0.00457993705108546
"ban",0.00455976111693971
"coronavirus",0.00453958518279396
"grains",0.00451940924864821
"prices",0.00451940924864821
"savemotherearth",0.00451940924864821
"commoditynews",0.00449923331450246
"grnbz",0.00449923331450246
"importedoils",0.00449923331450246
"kemitafoods",0.00449923331450246
"saturated",0.00449923331450246
"breaking",0.00447905738035671
"cultures",0.00447905738035671
"mpoceurope",0.00447905738035671
"bmd",0.00445888144621096
"cgfsummit",0.00445888144621096
"iot",0.00443870551206521
"butterfly",0.00441852957791946
"rttc",0.00441852957791946
"solidaritywithpalmoilworkers",0.00441852957791946
"output",0.00439835364377371
"durable",0.00437817770962796
"endangeredspeciesday",0.00437817770962796
"knowyourpalm",0.00437817770962796
"markets",0.00437817770962796
"trees",0.00437817770962796
"water",0.00437817770962796
"waystoenjoyagoodlife",0.00437817770962796
"worldbank",0.00437817770962796
"cdnpoli",0.0043580017754822
"ericaneo",0.0043580017754822
"save",0.0043580017754822
"internationalwomensday",0.00433782584133645
"teamfollowback",0.00433782584133645
"competition",0.0043176499071907
"i_refuse",0.0043176499071907
"mars",0.0043176499071907
"sussex",0.0043176499071907
"change",0.00429747397304495
"extinctionrebellion",0.00429747397304495
"bbc",0.0042772980388992
"dirtypalmoil",0.00425712210475345
"nepal",0.00425712210475345
"cholesterol",0.0042369461706077
"citinews",0.0042369461706077
"conflict",0.0042369461706077
"innovation",0.00421677023646195
"investment",0.00421677023646195
"conservationists",0.0041965943023162
"eastafrica",0.0041965943023162
"vegetable",0.0041965943023162
"climatejustice",0.00417641836817045
"pacific",0.00417641836817045
"zerowaste",0.00417641836817045
"shampoo",0.0041562424340247
"itswhatwedo",0.00413606649987894
"russia",0.00413606649987894
"dasuki",0.00411589056573319
"fruit",0.00411589056573319
"okbye",0.00411589056573319
"reforestation",0.00411589056573319
"article370",0.00409571463158744
"cornwall",0.00409571463158744
"project18",0.00409571463158744
"savetigersnow",0.00409571463158744
"bizhumanrights",0.00407553869744169
"dejiadeyanju",0.00407553869744169
"ethics",0.00407553869744169
"forestfires",0.00407553869744169
"samuelogundipe",0.00407553869744169
"walteronnoghen",0.00407553869744169
"cpoprice",0.00405536276329594
"followthefrog",0.00405536276329594
"wedonthavetime",0.00405536276329594
"fire",0.00403518682915019
"demand",0.00401501089500444
"lowongan",0.00401501089500444
"rip",0.00401501089500444
"moregreasetoyourelbow",0.00399483496085869
"palmoildata",0.00399483496085869
"raw",0.00399483496085869
"tesco",0.00399483496085869
"togetherweprogress",0.00399483496085869
"hsbc",0.00397465902671294
"lifestyle",0.00397465902671294
"solar",0.00397465902671294
"thoughtfortheday",0.00397465902671294
"agroforestry",0.00395448309256719
"consumer",0.00395448309256719
"cqg",0.00395448309256719
"naturalhabitat",0.00395448309256719
"poverty",0.00395448309256719
"qst",0.00395448309256719
"thechatroomng",0.00395448309256719
"jeniereaders",0.00393430715842143
"pr",0.00393430715842143
"s14",0.00393430715842143
"epa",0.00391413122427568
"mpo",0.00391413122427568
"worldkindnessday",0.00391413122427568
"amazonrainforest",0.00389395529012993
"extinctionisforever",0.00389395529012993
"foodindustry",0.00389395529012993
"mnf",0.00389395529012993
"species",0.00389395529012993
"investing",0.00387377935598418
"pal",0.00387377935598418
"savingtheorangutan",0.00387377935598418
"internationaltigerday",0.00385360342183843
"palmoilfreechristmas",0.00385360342183843
"socialmedia",0.00385360342183843
"veganhour",0.00385360342183843
"berita",0.00383342748769268
"worldnews",0.00383342748769268
"epoc2017",0.00381325155354693
"freeslaveapes",0.00381325155354693
"greenenergy",0.00379307561940118
"ripleekuanyew",0.00379307561940118
"sayangisawitku",0.00379307561940118
"winitwednesday",0.00379307561940118
"пасхальныхяйцах",0.00379307561940118
"原棕油期货",0.00379307561940118
"robots",0.00377289968525543
"ecosystems",0.00373254781696393
"endbadgovernmentinnigeria",0.00373254781696393
"grocery",0.00373254781696393
"metastasis",0.00373254781696393
"orangutang",0.00373254781696393
"espn",0.00371237188281817
"global",0.00371237188281817
"indomieshareurstyle",0.00369219594867242
"industry40",0.00369219594867242
"saveourplanet",0.00369219594867242
"toomanycows",0.00369219594867242
"wlf",0.00369219594867242
"brands",0.00367202001452667
"cashew",0.00367202001452667
"congobasin",0.00367202001452667
"cpopc",0.00367202001452667
"mining",0.00367202001452667
"plantersunited",0.00367202001452667
"aceh",0.00365184408038092
"caturday",0.00365184408038092
"chesterzoo",0.00365184408038092
"ghg",0.00365184408038092
"palmoilisnotvegan",0.00365184408038092
"马来西亚棕油期货",0.00365184408038092
"pekanbaru",0.00363166814623517
"sirdavidattenborough",0.00363166814623517
"crashthesuperbowl",0.00361149221208942
"defunddeforestation",0.00361149221208942
"companies",0.00359131627794367
"goodnews",0.00359131627794367
"oils",0.00359131627794367
"aceitedepalmano",0.00357114034379792
"certified",0.00357114034379792
"development",0.00357114034379792
"europeanunion",0.00357114034379792
"scientists",0.00357114034379792
"crudeoil",0.00355096440965217
"epoc2016",0.00355096440965217
"sunflower",0.00355096440965217
"climatechangethefacts",0.00353078847550642
"emissions",0.00353078847550642
"fail",0.00353078847550642
"ngos",0.00353078847550642
"paques",0.00353078847550642
"referendum",0.00353078847550642
"worldpalmportraits",0.00353078847550642
"babagodiswatchingyou",0.00351061254136066
"eurtrspo",0.00351061254136066
"savetherainforests",0.00351061254136066
"bloomberg",0.00349043660721491
"indonesiadaruratasap",0.00349043660721491
"правачеловека",0.00349043660721491
"boycotting",0.00347026067306916
"policy",0.00347026067306916
"sixthextinction",0.00347026067306916
"workersrights",0.00347026067306916
"cabinet",0.00345008473892341
"hershey",0.00345008473892341
"mpocpakistan",0.00345008473892341
"biogas",0.00342990880477766
"elitesmarketday",0.00342990880477766
"endangeredanimals",0.00342990880477766
"palmoilchart",0.00342990880477766
"timber",0.00342990880477766
"tweetstorm",0.00342990880477766
"icecream",0.00340973287063191
"mahathir",0.00340973287063191
"natureisspeaking",0.00340973287063191
"palmbenefits",0.00340973287063191
"tanzania",0.00340973287063191
"aldubbahaynilola",0.00338955693648616
"edibleoils",0.00338955693648616
"strictly",0.00338955693648616
"wednesdaywisdom",0.00338955693648616
"help",0.00336938100234041
"liarliarplanetsonfire",0.00336938100234041
"dog",0.00334920506819466
"peat",0.00332902913404891
"rebrandaspecies",0.00332902913404891
"savetheforests",0.00332902913404891
"wpppc",0.00332902913404891
"angelamerkel",0.00330885319990316
"climateactionnow",0.00330885319990316
"markethighlights",0.00330885319990316
"responsiblesourcing",0.00330885319990316
"saveibrahim",0.00330885319990316
"smoothie",0.00330885319990316
"startwith1thing",0.00330885319990316
"cepa",0.0032886772657574
"mpocc",0.0032886772657574
"tcot",0.00326850133161165
"avoidpalmoil",0.0032483253974659
"date",0.0032483253974659
"forestpositive",0.0032483253974659
"no",0.0032483253974659
"rtr",0.0032483253974659
"thinklandscape",0.0032483253974659
"belgium",0.00322814946332015
"photographer",0.00322814946332015
"sign",0.00322814946332015
"agritech",0.0032079735291744
"bliss",0.0032079735291744
"davidattenborough",0.0032079735291744
"foodprices",0.0032079735291744
"hove",0.0032079735291744
"indigenouspeoples",0.0032079735291744
"natgeo",0.0032079735291744
"veganism",0.0032079735291744
"fat",0.00318779759502865
"rubber",0.00318779759502865
"investigation",0.0031676216608829
"standwithforests",0.0031676216608829
"wildforlife",0.0031676216608829
"goodtastesbetter",0.00314744572673715
"sblii",0.00314744572673715
"thisisthepepsi",0.00314744572673715
"gfw",0.0031272697925914
"inanafricanhouse",0.0031272697925914
"integritytt",0.0031272697925914
"investors",0.0031272697925914
